vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
8, 1, 1, 1, 1, 2, 2, 2, 1, 2, 31651.000
8, 1, 2, 1, 2, 2, 1, 2, 2, 1, 3032.000
8, 1, 3, 1, 3, 2, 1, 2, 2, 2, 6052.000
8, 1, 4, 1, 1, 2, 2, 1, 2, 1, 6532.000
8, 1, 5, 1, 3, 3, 1, 1, 1, 2, 7580.000
8, 1, 6, 1, 1, 3, 2, 2, 2, 1, 6835.000
8, 1, 7, 1, 1, 2, 1, 1, 2, 1, 2327.000
8, 1, 8, 1, 3, 2, 1, 1, 1, 2, 3409.000
8, 1, 9, 1, 3, 2, 2, 1, 1, 2, 1683.000
8, 1, 10, 1, 1, 2, 1, 2, 2, 1, 1717.000
8, 1, 11, 1, 2, 2, 1, 1, 1, 1, 0.000
8, 1, 12, 1, 2, 1, 2, 2, 1, 2, 4189.000
8, 2, 1, 0, 3, 1, 2, 1, 2, 2, 1546.000
8, 2, 2, 0, 2, 1, 2, 1, 2, 1, 62.000
8, 2, 3, 0, 3, 2, 2, 1, 1, 2, 52.000
8, 2, 4, 0, 2, 3, 2, 2, 2, 1, 364.000
8, 2, 5, 0, 3, 1, 2, 2, 1, 2, 12.000
8, 2, 6, 0, 2, 3, 2, 1, 1, 1, 204.000
8, 2, 7, 0, 1, 1, 1, 2, 1, 1, 940.000
8, 2, 8, 0, 1, 1, 2, 2, 1, 1, 186.000
8, 2, 9, 0, 3, 3, 2, 1, 2, 2, 0.000
8, 2, 10, 0, 3, 1, 1, 1, 2, 2, 80.000
8, 2, 11, 0, 1, 2, 1, 2, 1, 1, 266.000
8, 2, 12, 0, 3, 2, 1, 1, 1, 2, 0.000
8, 2, 13, 0, 1, 3, 1, 1, 1, 1, 79.000
8, 2, 14, 0, 3, 3, 1, 2, 2, 2, 602.000
8, 2, 15, 0, 1, 1, 1, 1, 2, 1, 0.000
8, 2, 16, 0, 1, 3, 2, 2, 1, 1, 149.000
8, 2, 17, 0, 2, 2, 1, 2, 2, 2, 441.000
8, 2, 18, 0, 2, 3, 1, 1, 1, 1, 619.000
8, 2, 19, 0, 2, 2, 2, 1, 1, 2, 17.000
8, 2, 20, 0, 2, 1, 1, 1, 2, 1, 815.000
8, 2, 21, 0, 1, 2, 2, 2, 1, 1, 29.000
8, 2, 22, 0, 3, 3, 1, 1, 2, 2, 0.000
8, 2, 23, 0, 2, 2, 2, 2, 2, 1, 59.000
8, 2, 24, 0, 3, 2, 2, 2, 2, 2, 0.000
8, 2, 25, 0, 2, 2, 1, 1, 1, 1, 827.000
8, 2, 26, 0, 1, 3, 2, 1, 2, 1, 111.000
8, 2, 27, 0, 2, 1, 1, 2, 1, 1, 691.000
8, 2, 28, 0, 1, 3, 1, 2, 2, 1, 123.000
8, 2, 29, 0, 2, 1, 2, 2, 1, 1, 611.000
8, 2, 30, 0, 1, 2, 1, 1, 2, 1, 34.000
8, 2, 31, 0, 3, 2, 1, 2, 2, 2, 68.000
8, 2, 32, 0, 3, 1, 1, 2, 1, 2, 160.000
8, 2, 33, 0, 2, 3, 1, 2, 2, 2, 362.000
8, 2, 34, 0, 1, 2, 2, 1, 2, 1, 13.000
8, 2, 35, 0, 3, 3, 2, 2, 2, 2, 1266.000
8, 2, 36, 0, 1, 1, 2, 1, 2, 1, 286.000
8, 3, 1, 0, 2, 3, 1, 2, 2, 1, 474.000
8, 3, 2, 0, 1, 3, 1, 2, 2, 1, 108.000
8, 3, 3, 0, 3, 1, 2, 1, 1, 2, 296.000
8, 3, 4, 0, 2, 3, 2, 1, 1, 2, 310.000
8, 3, 5, 0, 2, 1, 1, 1, 2, 1, 74.000
8, 3, 6, 0, 2, 3, 2, 2, 1, 2, 363.000
8, 3, 7, 0, 2, 1, 2, 1, 2, 1, 0.000
8, 3, 8, 0, 2, 1, 2, 2, 1, 1, 77.000
8, 3, 9, 0, 2, 2, 1, 1, 1, 1, 335.000
8, 3, 10, 0, 3, 1, 1, 1, 2, 2, 0.000
8, 3, 11, 0, 3, 2, 2, 1, 2, 2, 1031.000
8, 3, 12, 0, 1, 3, 2, 1, 1, 1, 347.000
8, 3, 13, 0, 3, 1, 1, 2, 2, 2, 127.000
8, 3, 14, 0, 3, 3, 1, 1, 1, 2, 503.000
8, 3, 15, 0, 3, 3, 1, 2, 2, 2, 283.000
8, 3, 16, 0, 1, 2, 2, 1, 2, 1, 403.000
8, 3, 17, 0, 1, 1, 1, 1, 2, 1, 875.000
8, 3, 18, 0, 2, 2, 1, 2, 1, 2, 165.000
8, 3, 19, 0, 2, 2, 2, 2, 1, 2, 0.000
8, 3, 20, 0, 2, 3, 1, 1, 1, 2, 1223.000
8, 3, 21, 0, 3, 2, 2, 2, 2, 2, 331.000
8, 3, 22, 0, 2, 1, 1, 2, 1, 2, 251.000
8, 3, 23, 0, 2, 2, 2, 1, 1, 2, 66.000
8, 3, 24, 0, 3, 1, 2, 2, 2, 2, 7.000
8, 3, 25, 0, 1, 3, 1, 1, 2, 1, 7.000
8, 3, 26, 0, 1, 1, 2, 1, 2, 1, 0.000
8, 3, 27, 0, 1, 1, 1, 2, 2, 1, 0.000
8, 3, 28, 0, 3, 3, 2, 2, 1, 2, 50.000
8, 3, 29, 0, 1, 2, 2, 2, 1, 1, 0.000
