vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
14, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3367.000
14, 1, 2, 1, 3, 1, 2, 2, 1, 2, 415.000
14, 1, 3, 1, 3, 3, 2, 1, 2, 2, 0.000
14, 1, 4, 1, 2, 1, 2, 2, 1, 1, 601.000
14, 1, 5, 1, 2, 1, 1, 1, 1, 1, 0.000
14, 1, 6, 1, 3, 1, 2, 1, 1, 2, 1383.000
14, 1, 7, 1, 2, 3, 2, 1, 2, 2, 341.000
14, 1, 8, 1, 1, 2, 2, 2, 1, 2, 645.000
14, 1, 9, 1, 2, 3, 1, 1, 1, 2, 47.000
14, 1, 10, 1, 3, 2, 1, 2, 1, 2, 25.000
14, 1, 11, 1, 1, 1, 1, 2, 2, 1, 0.000
14, 1, 12, 1, 2, 3, 2, 2, 1, 9, 7611.000
14, 2, 1, 0, 1, 3, 1, 2, 2, 1, 952.000
14, 2, 2, 0, 1, 1, 1, 2, 2, 1, 570.000
14, 2, 3, 0, 1, 3, 1, 1, 2, 2, 58.000
14, 2, 4, 0, 3, 2, 2, 1, 2, 2, 10056.000
14, 2, 5, 0, 1, 1, 2, 1, 1, 2, 166.000
14, 2, 6, 0, 1, 3, 2, 1, 1, 1, 0.000
14, 2, 7, 0, 1, 2, 2, 1, 1, 1, 96.000
14, 2, 8, 0, 1, 3, 2, 2, 2, 1, 0.000
14, 2, 9, 0, 2, 2, 2, 1, 1, 2, 0.000
14, 2, 10, 0, 1, 2, 1, 1, 1, 1, 0.000
14, 2, 11, 0, 2, 2, 2, 2, 1, 2, 188.000
14, 2, 12, 0, 2, 1, 1, 2, 1, 2, 175.000
14, 2, 13, 0, 3, 3, 2, 1, 1, 2, 0.000
14, 2, 14, 0, 3, 1, 1, 2, 2, 2, 0.000
14, 2, 15, 0, 2, 2, 1, 2, 1, 2, 25.000
14, 2, 16, 0, 3, 1, 2, 1, 1, 2, 0.000
14, 2, 17, 0, 3, 3, 1, 1, 1, 2, 127.000
14, 2, 18, 0, 3, 1, 1, 1, 2, 2, 0.000
14, 2, 19, 0, 3, 2, 1, 1, 2, 2, 25.000
14, 2, 20, 0, 3, 3, 2, 2, 2, 2, 0.000
14, 2, 21, 0, 3, 2, 2, 2, 2, 2, 15.000
14, 2, 22, 0, 2, 3, 2, 2, 2, 2, 0.000
14, 2, 23, 0, 3, 3, 1, 2, 1, 2, 0.000
14, 2, 24, 0, 2, 3, 1, 2, 1, 2, 0.000
14, 2, 25, 0, 2, 3, 2, 1, 2, 2, 0.000
14, 2, 26, 0, 2, 1, 1, 1, 2, 2, 0.000
14, 2, 27, 0, 2, 1, 2, 1, 2, 2, 0.000
14, 2, 28, 0, 2, 2, 1, 1, 1, 2, 0.000
14, 2, 29, 0, 2, 3, 1, 1, 1, 2, 18.000
14, 2, 30, 0, 1, 1, 1, 1, 2, 1, 0.000
14, 2, 31, 0, 3, 1, 2, 2, 2, 2, 2362.000
14, 2, 32, 0, 1, 2, 1, 2, 1, 2, 10.000
14, 2, 33, 0, 1, 1, 2, 2, 2, 1, 0.000
14, 2, 34, 0, 2, 1, 2, 2, 1, 2, 0.000
14, 2, 35, 0, 1, 2, 2, 2, 2, 1, 0.000
14, 2, 36, 0, 3, 2, 1, 2, 2, 2, 0.000
14, 3, 1, 0, 2, 3, 2, 1, 2, 2, 4610.000
14, 3, 2, 0, 1, 2, 2, 1, 2, 2, 178.000
14, 3, 3, 0, 1, 3, 2, 2, 1, 1, 56.000
14, 3, 4, 0, 3, 2, 2, 2, 2, 2, 150.000
14, 3, 5, 0, 3, 1, 2, 2, 2, 2, 202.000
14, 3, 6, 0, 3, 3, 1, 2, 2, 2, 132.000
14, 3, 7, 0, 2, 2, 1, 1, 2, 2, 284.000
14, 3, 8, 0, 2, 3, 1, 1, 2, 2, 388.000
14, 3, 9, 0, 1, 3, 2, 1, 2, 1, 72.000
14, 3, 10, 0, 2, 1, 2, 2, 1, 2, 0.000
14, 3, 11, 0, 3, 1, 1, 2, 2, 2, 109.000
14, 3, 12, 0, 1, 2, 1, 2, 1, 1, 0.000
14, 3, 13, 0, 1, 1, 1, 2, 2, 1, 187.000
14, 3, 14, 0, 2, 2, 2, 1, 1, 2, 255.000
