vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
12, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2933.000
12, 1, 2, 1, 1, 3, 1, 2, 1, 1, 707.000
12, 1, 3, 1, 3, 1, 2, 1, 1, 2, 953.000
12, 1, 4, 1, 1, 3, 1, 1, 2, 1, 405.000
12, 1, 5, 1, 2, 3, 2, 2, 1, 1, 935.000
12, 1, 6, 1, 2, 3, 1, 1, 1, 2, 175.000
12, 1, 7, 1, 1, 1, 1, 2, 2, 1, 55.000
12, 1, 8, 1, 2, 2, 1, 1, 2, 2, 55.000
12, 1, 9, 1, 1, 3, 2, 1, 2, 1, 0.000
12, 1, 10, 1, 3, 2, 1, 2, 1, 2, 283.000
12, 1, 11, 1, 2, 3, 2, 1, 1, 1, 429.000
12, 1, 12, 1, 3, 3, 2, 1, 1, 2, 347.000
12, 2, 1, 0, 3, 2, 2, 1, 1, 2, 201.000
12, 2, 2, 0, 3, 3, 2, 1, 1, 2, 130.000
12, 2, 3, 0, 2, 3, 1, 2, 2, 2, 130.000
12, 2, 4, 0, 2, 3, 2, 2, 1, 1, 58.000
12, 2, 5, 0, 3, 2, 1, 1, 1, 2, 32.000
12, 2, 6, 0, 2, 1, 2, 1, 2, 1, 28.000
12, 2, 7, 0, 2, 1, 2, 2, 1, 1, 0.000
12, 2, 8, 0, 1, 2, 2, 1, 1, 1, 122.000
12, 2, 9, 0, 2, 3, 1, 1, 1, 2, 268.000
12, 2, 10, 0, 2, 2, 2, 2, 1, 2, 512.000
12, 2, 11, 0, 1, 2, 1, 1, 2, 1, 236.000
12, 2, 12, 0, 2, 2, 1, 2, 2, 1, 262.000
12, 2, 13, 0, 2, 1, 1, 1, 1, 1, 132.000
12, 2, 14, 0, 1, 2, 1, 2, 1, 1, 340.000
12, 2, 15, 0, 3, 1, 1, 2, 1, 2, 138.000
12, 2, 16, 0, 2, 1, 1, 2, 2, 2, 64.000
12, 2, 17, 0, 3, 2, 1, 2, 2, 2, 100.000
12, 2, 18, 0, 3, 3, 2, 2, 1, 2, 66.000
12, 2, 19, 0, 1, 1, 2, 2, 1, 1, 54.000
12, 2, 20, 0, 1, 3, 1, 1, 1, 2, 300.000
12, 2, 21, 0, 1, 3, 1, 2, 1, 2, 113.000
12, 2, 22, 0, 3, 2, 2, 2, 1, 2, 0.000
12, 2, 23, 0, 3, 3, 1, 1, 2, 2, 0.000
12, 2, 24, 0, 3, 3, 1, 2, 1, 2, 0.000
12, 2, 25, 0, 1, 1, 2, 1, 2, 1, 0.000
12, 2, 26, 0, 1, 1, 1, 1, 2, 1, 11.000
12, 2, 27, 0, 1, 3, 2, 1, 1, 1, 99.000
12, 2, 28, 0, 1, 2, 2, 2, 1, 1, 0.000
12, 2, 29, 0, 2, 2, 1, 1, 1, 2, 4555.000
12, 2, 30, 0, 3, 1, 2, 1, 1, 2, 509.000
12, 2, 31, 0, 2, 2, 2, 1, 2, 2, 57.000
12, 2, 32, 0, 3, 1, 2, 2, 1, 2, 0.000
12, 2, 33, 0, 3, 1, 1, 1, 1, 2, 0.000
12, 2, 34, 0, 1, 1, 1, 2, 2, 1, 0.000
12, 2, 35, 0, 2, 3, 2, 1, 1, 2, 3085.000
12, 2, 36, 0, 1, 3, 2, 2, 2, 2, 389.000
12, 3, 1, 0, 3, 2, 2, 1, 2, 2, 5.000
12, 3, 2, 0, 1, 1, 1, 2, 2, 1, 220.000
12, 3, 3, 0, 3, 1, 1, 2, 1, 2, 2570.000
12, 3, 4, 0, 2, 3, 2, 2, 2, 2, 458.000
12, 3, 5, 0, 1, 1, 2, 2, 1, 2, 329.000
12, 3, 6, 0, 1, 3, 2, 1, 1, 2, 152.000
12, 3, 7, 0, 1, 1, 2, 1, 1, 1, 2860.000
12, 3, 8, 0, 3, 3, 2, 2, 2, 2, 778.000
12, 3, 9, 0, 1, 1, 1, 1, 2, 1, 504.000
12, 3, 10, 0, 1, 3, 1, 2, 1, 2, 580.000
12, 3, 11, 0, 3, 1, 1, 1, 2, 2, 210.000
12, 3, 12, 0, 3, 1, 2, 2, 1, 2, 42.000
12, 3, 13, 0, 3, 1, 2, 1, 2, 2, 20.000
12, 3, 14, 0, 2, 3, 1, 2, 2, 1, 482.000
12, 3, 15, 0, 3, 3, 2, 1, 2, 2, 172.000
12, 3, 16, 0, 2, 3, 2, 1, 2, 2, 276.000
12, 3, 17, 0, 2, 2, 2, 1, 1, 2, 0.000
12, 3, 18, 0, 1, 2, 1, 2, 1, 1, 128.000
12, 3, 19, 0, 1, 2, 2, 1, 2, 1, 288.000
12, 3, 20, 0, 1, 3, 1, 1, 2, 1, 63.000
12, 3, 21, 0, 2, 1, 1, 2, 2, 1, 163.000
12, 3, 22, 0, 2, 3, 1, 1, 2, 2, 211.000
12, 3, 23, 0, 3, 2, 1, 2, 2, 2, 203.000
12, 3, 24, 0, 2, 2, 1, 1, 2, 2, 67.000
12, 3, 25, 0, 1, 2, 1, 1, 2, 1, 367.000
12, 3, 26, 0, 1, 2, 2, 2, 2, 1, 663.000
