vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
4, 1, 1, 1, 2, 2, 1, 2, 1, 2, 264.000
4, 1, 2, 1, 3, 3, 2, 2, 2, 2, 1284.000
4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 214.000
4, 1, 4, 1, 2, 2, 1, 1, 1, 2, 1286.000
4, 1, 5, 1, 2, 3, 2, 2, 2, 2, 1800.000
4, 1, 6, 1, 2, 1, 1, 2, 1, 1, 12860.000
4, 1, 7, 1, 3, 3, 1, 2, 1, 2, 307.000
4, 1, 8, 1, 1, 3, 2, 2, 2, 1, 2641.000
4, 1, 9, 1, 1, 3, 1, 2, 1, 1, 1781.000
4, 1, 10, 1, 2, 3, 2, 1, 1, 2, 341.000
4, 1, 11, 1, 2, 3, 1, 2, 1, 2, 485.000
4, 1, 12, 1, 3, 1, 1, 1, 2, 1, 2831.000
4, 2, 1, 0, 1, 3, 2, 1, 1, 2, 94.000
4, 2, 2, 0, 1, 2, 1, 1, 1, 2, 156.000
4, 2, 3, 0, 1, 3, 1, 1, 1, 2, 86.000
4, 2, 4, 0, 2, 3, 1, 2, 1, 1, 509.000
4, 2, 5, 0, 3, 1, 1, 1, 2, 2, 4785.000
4, 2, 6, 0, 3, 2, 2, 2, 1, 1, 213.000
4, 2, 7, 0, 3, 2, 1, 1, 1, 1, 3579.000
4, 2, 8, 0, 3, 2, 2, 1, 2, 1, 2793.000
4, 2, 9, 0, 3, 3, 1, 2, 1, 1, 219.000
4, 2, 10, 0, 3, 1, 2, 2, 1, 1, 1993.000
4, 2, 11, 0, 2, 3, 2, 1, 1, 1, 3187.000
4, 2, 12, 0, 3, 3, 2, 2, 1, 1, 207.000
4, 2, 13, 0, 2, 1, 2, 1, 1, 2, 231.000
4, 2, 14, 0, 2, 2, 2, 1, 1, 1, 11.000
4, 2, 15, 0, 3, 1, 1, 2, 1, 2, 6427.000
4, 2, 16, 0, 3, 3, 2, 1, 2, 1, 3583.000
4, 2, 17, 0, 1, 1, 1, 1, 2, 2, 0.000
4, 2, 18, 0, 2, 3, 2, 2, 2, 1, 3446.000
4, 2, 19, 0, 1, 1, 2, 1, 1, 2, 4574.000
4, 2, 20, 0, 3, 1, 2, 1, 1, 2, 724.000
4, 2, 21, 0, 1, 2, 1, 2, 1, 1, 4316.000
4, 2, 22, 0, 1, 2, 2, 2, 2, 2, 3862.000
4, 2, 23, 0, 1, 3, 2, 2, 1, 2, 196.000
4, 2, 24, 0, 1, 3, 1, 2, 2, 2, 766.000
4, 2, 25, 0, 1, 1, 1, 2, 1, 2, 174.000
4, 2, 26, 0, 1, 1, 2, 2, 1, 2, 276.000
4, 2, 27, 0, 2, 1, 1, 2, 2, 2, 158.000
4, 2, 28, 0, 2, 1, 1, 1, 2, 2, 111.000
4, 2, 29, 0, 2, 2, 1, 2, 2, 1, 2891.000
4, 2, 30, 0, 2, 1, 2, 2, 2, 2, 259.000
4, 2, 31, 0, 2, 3, 1, 1, 1, 1, 1713.000
4, 2, 32, 0, 1, 2, 2, 1, 2, 2, 515.000
4, 2, 33, 0, 2, 2, 1, 1, 1, 1, 117.000
4, 2, 34, 0, 3, 3, 1, 1, 2, 1, 175.000
4, 2, 35, 0, 3, 2, 1, 2, 1, 1, 1925.000
4, 2, 36, 0, 2, 2, 2, 2, 2, 1, 3157.000
4, 3, 1, 0, 2, 1, 2, 2, 2, 2, 340.000
4, 3, 2, 0, 2, 1, 1, 2, 2, 2, 970.000
4, 3, 3, 0, 1, 2, 1, 2, 1, 2, 3002.000
4, 3, 4, 0, 1, 1, 1, 2, 2, 2, 0.000
4, 3, 5, 0, 1, 3, 2, 2, 2, 1, 118.000
4, 3, 6, 0, 3, 1, 2, 1, 2, 1, 760.000
4, 3, 7, 0, 2, 3, 1, 1, 2, 1, 1418.000
4, 3, 8, 0, 3, 2, 2, 2, 2, 1, 2344.000
4, 3, 9, 0, 3, 2, 2, 1, 2, 1, 492.000
4, 3, 10, 0, 2, 3, 2, 1, 1, 2, 524.000
4, 3, 11, 0, 1, 1, 1, 1, 2, 2, 0.000
4, 3, 12, 0, 2, 1, 2, 1, 1, 2, 238.000
