vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
20, 1, 1, 1, 2, 3, 1, 2, 2, 1, 1252.000
20, 1, 2, 1, 2, 2, 2, 1, 2, 2, 11138.000
20, 1, 3, 1, 3, 3, 2, 2, 2, 1, 370.000
20, 1, 4, 1, 3, 3, 2, 1, 2, 1, 810.000
20, 1, 5, 1, 1, 2, 1, 2, 2, 2, 220.000
20, 1, 6, 1, 2, 2, 2, 2, 2, 1, 155.000
20, 1, 7, 1, 3, 3, 1, 2, 1, 1, 984.000
20, 1, 8, 1, 1, 3, 2, 1, 2, 2, 101.000
20, 1, 9, 1, 1, 1, 1, 1, 1, 2, 2229.000
20, 1, 10, 1, 2, 3, 2, 1, 2, 1, 475.000
20, 1, 11, 1, 2, 2, 1, 2, 1, 1, 527.000
20, 1, 12, 1, 3, 1, 1, 2, 1, 1, 609.000
20, 2, 1, 0, 1, 2, 2, 2, 2, 1, 731.000
20, 2, 2, 0, 2, 1, 2, 2, 1, 1, 713.000
20, 2, 3, 0, 2, 1, 1, 1, 1, 1, 339.000
20, 2, 4, 0, 2, 3, 1, 2, 2, 1, 673.000
20, 2, 5, 0, 2, 3, 1, 1, 2, 1, 275.000
20, 2, 6, 0, 3, 1, 2, 2, 2, 1, 284.000
20, 2, 7, 0, 1, 3, 2, 1, 1, 1, 605.000
20, 2, 8, 0, 1, 1, 1, 1, 2, 2, 92.000
20, 2, 9, 0, 1, 2, 1, 2, 1, 2, 402.000
20, 2, 10, 0, 1, 2, 1, 1, 1, 2, 202.000
20, 2, 11, 0, 1, 1, 1, 2, 2, 2, 460.000
20, 2, 12, 0, 3, 3, 1, 2, 2, 1, 202.000
20, 2, 13, 0, 3, 1, 1, 1, 2, 1, 692.000
20, 2, 14, 0, 3, 1, 2, 1, 2, 1, 756.000
20, 2, 15, 0, 2, 3, 2, 1, 2, 1, 302.000
20, 2, 16, 0, 1, 2, 2, 1, 1, 1, 340.000
20, 2, 17, 0, 3, 3, 1, 1, 1, 1, 226.000
20, 2, 18, 0, 2, 1, 2, 1, 1, 1, 366.000
20, 2, 19, 0, 1, 1, 2, 1, 1, 2, 38.000
20, 2, 20, 0, 2, 2, 2, 1, 2, 1, 464.000
20, 2, 21, 0, 1, 3, 2, 2, 1, 1, 572.000
20, 2, 22, 0, 1, 3, 1, 1, 2, 1, 292.000
20, 2, 23, 0, 1, 3, 1, 2, 1, 2, 155.000
20, 2, 24, 0, 1, 1, 2, 2, 2, 2, 85.000
20, 2, 25, 0, 2, 2, 2, 2, 2, 1, 261.000
20, 2, 26, 0, 3, 2, 1, 2, 1, 1, 259.000
20, 2, 27, 0, 2, 1, 1, 2, 1, 1, 433.000
20, 2, 28, 0, 3, 2, 2, 2, 2, 1, 283.000
20, 2, 29, 0, 3, 1, 1, 2, 1, 1, 75.000
20, 2, 30, 0, 3, 2, 1, 1, 1, 1, 269.000
20, 2, 31, 0, 2, 3, 2, 2, 2, 1, 233.000
20, 2, 32, 0, 2, 2, 1, 2, 1, 1, 75.000
20, 2, 33, 0, 2, 2, 1, 1, 2, 1, 293.000
20, 2, 34, 0, 3, 3, 2, 2, 2, 1, 123.000
20, 2, 35, 0, 3, 2, 2, 1, 1, 1, 371.000
20, 2, 36, 0, 3, 3, 2, 1, 2, 1, 307.000
20, 3, 1, 0, 1, 3, 2, 2, 1, 1, 763.000
20, 3, 2, 0, 2, 3, 2, 2, 2, 1, 245.000
20, 3, 3, 0, 3, 3, 1, 2, 1, 1, 277.000
20, 3, 4, 0, 2, 2, 1, 1, 2, 1, 94.000
20, 3, 5, 0, 3, 1, 2, 1, 1, 1, 0.000
20, 3, 6, 0, 1, 3, 2, 1, 1, 2, 286.000
20, 3, 7, 0, 2, 2, 2, 1, 1, 1, 22.000
20, 3, 8, 0, 2, 1, 2, 2, 1, 2, 0.000
20, 3, 9, 0, 1, 2, 1, 1, 2, 1, 62.000
20, 3, 10, 0, 1, 1, 2, 2, 1, 2, 0.000
20, 3, 11, 0, 3, 3, 2, 2, 1, 1, 70.000
20, 3, 12, 0, 3, 2, 2, 1, 2, 1, 410.000
20, 3, 13, 0, 1, 2, 2, 2, 2, 2, 66.000
20, 3, 14, 0, 2, 3, 1, 2, 2, 2, 1150.000
20, 3, 15, 0, 2, 2, 2, 2, 1, 1, 234.000
20, 3, 16, 0, 2, 1, 2, 1, 2, 1, 460.000
20, 3, 17, 0, 1, 3, 1, 2, 1, 2, 3298.000
20, 3, 18, 0, 1, 3, 1, 1, 1, 2, 504.000
20, 3, 19, 0, 3, 2, 1, 1, 1, 1, 236.000
20, 3, 20, 0, 1, 2, 2, 1, 2, 2, 1814.000
20, 3, 21, 0, 2, 1, 1, 1, 1, 1, 307.000
20, 3, 22, 0, 2, 3, 2, 1, 1, 1, 727.000
20, 3, 23, 0, 2, 2, 1, 2, 2, 1, 135.000
20, 3, 24, 0, 2, 1, 1, 2, 2, 2, 46.000
20, 3, 25, 0, 3, 3, 1, 1, 2, 1, 381.000
20, 3, 26, 0, 2, 3, 1, 1, 2, 1, 267.000
20, 3, 27, 0, 3, 2, 2, 2, 1, 1, 143.000
20, 3, 28, 0, 3, 3, 2, 1, 1, 1, 379.000
20, 3, 29, 0, 1, 1, 1, 2, 1, 2, 0.000
20, 3, 30, 0, 3, 1, 1, 2, 2, 1, 331.000
20, 3, 31, 0, 3, 1, 2, 2, 2, 1, 91.000
20, 3, 32, 0, 1, 1, 1, 1, 2, 2, 99.000
20, 3, 33, 0, 1, 1, 2, 1, 2, 2, 25.000
20, 3, 34, 0, 3, 1, 1, 1, 2, 1, 53.000
20, 3, 35, 0, 1, 2, 1, 2, 2, 2, 0.000
20, 3, 36, 0, 3, 2, 1, 2, 2, 1, 28.000
20, 4, 1, 0, 1, 2, 2, 1, 2, 2, 3875.000
20, 4, 2, 0, 3, 1, 1, 2, 2, 2, 1380.000
20, 4, 3, 0, 3, 1, 2, 2, 1, 1, 106.000
20, 4, 4, 0, 2, 2, 1, 1, 2, 1, 86.000
20, 4, 5, 0, 3, 3, 2, 2, 2, 1, 238.000
