vp, block, trial, practice, featureBias, soundBias, direction, startFeature, overlap, response, RT
2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1071.000
2, 1, 2, 1, 3, 2, 2, 1, 1, 2, 10034.000
2, 1, 3, 1, 2, 2, 1, 1, 1, 2, 141.000
2, 1, 4, 1, 3, 1, 1, 2, 2, 2, 0.000
2, 1, 5, 1, 2, 2, 2, 2, 1, 2, 263.000
2, 1, 6, 1, 1, 1, 1, 2, 2, 2, 501.000
2, 1, 7, 1, 3, 3, 2, 1, 1, 2, 2485.000
2, 1, 8, 1, 1, 3, 2, 2, 1, 1, 0.000
2, 1, 9, 1, 3, 1, 2, 1, 1, 2, 0.000
2, 1, 10, 1, 2, 3, 1, 1, 1, 2, 0.000
2, 1, 11, 1, 2, 1, 2, 1, 2, 1, 187.000
2, 1, 12, 1, 1, 1, 1, 1, 2, 2, 0.000
2, 2, 1, 0, 1, 3, 1, 1, 2, 1, 573.000
2, 2, 2, 0, 1, 2, 1, 2, 1, 1, 51.000
2, 2, 3, 0, 3, 3, 2, 1, 2, 2, 0.000
2, 2, 4, 0, 3, 1, 1, 2, 2, 2, 29.000
2, 2, 5, 0, 1, 1, 2, 1, 1, 1, 89.000
2, 2, 6, 0, 2, 2, 1, 2, 1, 2, 17.000
2, 2, 7, 0, 2, 3, 2, 1, 2, 2, 22.000
2, 2, 8, 0, 3, 2, 1, 1, 2, 2, 0.000
2, 2, 9, 0, 2, 2, 2, 2, 2, 2, 44.000
2, 2, 10, 0, 2, 3, 1, 1, 1, 2, 1228.000
2, 2, 11, 0, 2, 1, 2, 1, 2, 2, 224.000
2, 2, 12, 0, 3, 3, 2, 2, 2, 2, 0.000
2, 2, 13, 0, 1, 3, 2, 2, 2, 1, 0.000
2, 2, 14, 0, 1, 3, 1, 2, 1, 1, 0.000
2, 2, 15, 0, 1, 2, 2, 1, 1, 1, 1442.000
2, 2, 16, 0, 2, 1, 1, 1, 1, 1, 122.000
2, 2, 17, 0, 1, 3, 2, 1, 1, 1, 340.000
2, 2, 18, 0, 1, 1, 1, 2, 1, 1, 0.000
2, 2, 19, 0, 2, 2, 1, 1, 1, 2, 28.000
